,Player,Country,Team,Assists,Season,season_start
1380,Hidetoshi Nakata,Japan,Bolton Wanderers,2,2005-2006,2005
1381,Gary O'Neil,England,Portsmouth FC,2,2005-2006,2005
1382,John O'Shea,Ireland,Manchester United,2,2005-2006,2005
1383,Jay Jay Okocha,Nigeria,Bolton Wanderers,2,2005-2006,2005
1384,Emanuel Pogatetz,Austria,Middlesbrough FC,2,2005-2006,2005
1385,Chris Powell,England,Charlton Athletic,2,2005-2006,2005
1386,Steven Reid,Ireland,Blackburn Rovers,2,2005-2006,2005
1387,Paul Robinson,England,West Bromwich Albion,2,2005-2006,2005
1388,Paul Scharner,Austria,Wigan Athletic,2,2005-2006,2005
1389,Paul Scholes,England,Manchester United,2,2005-2006,2005
1390,Mikaël Silvestre,France,Manchester United,2,2005-2006,2005
1391,Alan Smith,England,Manchester United,2,2005-2006,2005
1392,Nolberto Solano,Peru,Newcastle United,2,2005-2006,2005
1393,Gareth Southgate,England,Middlesbrough FC,2,2005-2006,2005
1394,Jerome Thomas,England,Charlton Athletic,2,2005-2006,2005
1395,Zvonimir Vukić,Serbia,Portsmouth FC,2,2005-2006,2005
1396,Ronnie Wallwork,England,West Bromwich Albion,2,2005-2006,2005
1397,Luke Young,England,Charlton Athletic,2,2005-2006,2005
1398,Gabriel Agbonlahor,England,Aston Villa,1,2005-2006,2005
1399,Juan Pablo Ángel,Colombia,Aston Villa,1,2005-2006,2005
1400,Celestine Babayaro,Nigeria,Newcastle United,1,2005-2006,2005
1401,Matthew Bates,England,Middlesbrough FC,1,2005-2006,2005
1402,David Bentley,England,Blackburn Rovers,1,2005-2006,2005
1403,Patrik Berger,Czech Republic,Aston Villa,1,2005-2006,2005
1404,Dennis Bergkamp,Netherlands,Arsenal FC,1,2005-2006,2005
1405,George Boateng,Netherlands,Middlesbrough FC,1,2005-2006,2005
1406,Titus Bramble,England,Newcastle United,1,2005-2006,2005
1407,Gary Breen,Ireland,Sunderland AFC,1,2005-2006,2005
1408,Chris Brown,England,Sunderland AFC,1,2005-2006,2005
1409,Steven Caldwell,Scotland,Sunderland AFC,1,2005-2006,2005
1410,Lee Cattermole,England,Middlesbrough FC,1,2005-2006,2005
1411,Michael Chopra,England,Newcastle United,1,2005-2006,2005
1412,Djibril Cissé,France,Liverpool FC,1,2005-2006,2005
1413,Jamie Clapham,England,Birmingham City,1,2005-2006,2005
1414,Lee Clark,England,Newcastle United,1,2005-2006,2005
1415,Hernán Crespo,Argentina,Chelsea FC,1,2005-2006,2005
1416,Lee Croft,England,Manchester City,1,2005-2006,2005
1417,Mark Crossley,Wales,Fulham FC,1,2005-2006,2005
1418,Christian Dailly,Scotland,West Ham United,1,2005-2006,2005
1419,Edgar Davids,Netherlands,Tottenham Hotspur,1,2005-2006,2005
1420,Simon Davies,Wales,Everton FC,1,2005-2006,2005
1421,Arjan de Zeeuw,Netherlands,Wigan Athletic,1,2005-2006,2005
1422,Mark Delaney,Wales,Aston Villa,1,2005-2006,2005
1423,Abou Diaby,France,Arsenal FC,1,2005-2006,2005
1424,El-Hadji Diouf,Senegal,Bolton Wanderers,1,2005-2006,2005
1425,Sylvain Distin,France,Manchester City,1,2005-2006,2005
1426,David Dunn,England,Birmingham City,1,2005-2006,2005
1427,Talal El-Karkouri,Morocco,Charlton Athletic,1,2005-2006,2005
1428,Michael Essien,Ghana,Chelsea FC,1,2005-2006,2005
1429,Lauren Etame Mayer,Cameroon,Arsenal FC,1,2005-2006,2005
1430,Abdoulaye Faye,Senegal,Bolton Wanderers,1,2005-2006,2005
1431,Mikael Forssell,Finland,Birmingham City,1,2005-2006,2005
1432,Robbie Fowler,England,Manchester City,1,2005-2006,2005
1433,Thomas Gaardsøe,Denmark,West Bromwich Albion,1,2005-2006,2005
1434,William Gallas,France,Chelsea FC,1,2005-2006,2005
1435,Craig Gardner,England,Aston Villa,1,2005-2006,2005
1436,Andy Gray,Scotland,Sunderland AFC,1,2005-2006,2005
1437,Michael Gray,England,Blackburn Rovers,1,2005-2006,2005
1438,Dietmar Hamann,Germany,Liverpool FC,1,2005-2006,2005
1439,Tom Huddlestone,England,Tottenham Hotspur,1,2005-2006,2005
1440,Nicky Hunt,England,Bolton Wanderers,1,2005-2006,2005
1441,Robert Huth,Germany,Chelsea FC,1,2005-2006,2005
1442,Sami Hyypiä,Finland,Liverpool FC,1,2005-2006,2005
1443,Matt Jansen,England,Bolton Wanderers,1,2005-2006,2005
1444,Jiří Jarošík,Czech Republic,Birmingham City,1,2005-2006,2005
1445,Kevin Kilbane,Ireland,Everton FC,1,2005-2006,2005
1446,Ledley King,England,Tottenham Hotspur,1,2005-2006,2005
1447,Radostin Kishishev,Bulgaria,Charlton Athletic,1,2005-2006,2005
1448,Jan Kromkamp,Netherlands,Liverpool FC,1,2005-2006,2005
1449,Sylvain Legwinski,France,Fulham FC,1,2005-2006,2005
1450,Lee McCulloch,Scotland,Wigan Athletic,1,2005-2006,2005
1451,Mario Melchiot,Netherlands,Birmingham City,1,2005-2006,2005
1452,Neil Mellor,England,Wigan Athletic,1,2005-2006,2005
1453,Kiki Musampa,Netherlands,Manchester City,1,2005-2006,2005
1454,Ryan Nelsen,New Zealand,Blackburn Rovers,1,2005-2006,2005
1455,Szilárd Németh,Slovakia,Middlesbrough FC,1,2005-2006,2005
1456,Phil Neville,England,Everton FC,1,2005-2006,2005
1457,Andy O'Brien,Ireland,Portsmouth FC,1,2005-2006,2005
1458,Michael Owen,England,Newcastle United,1,2005-2006,2005
1459,Scott Parker,England,Newcastle United,1,2005-2006,2005
1460,Paulo Ferreira,Portugal,Chelsea FC,1,2005-2006,2005
1461,Sergio Peter,Germany,Blackburn Rovers,1,2005-2006,2005
1462,Peter Ramage,England,Newcastle United,1,2005-2006,2005
1463,Andy Reid,Ireland,Tottenham Hotspur,1,2005-2006,2005
1464,Claudio Reyna,USA,Manchester City,1,2005-2006,2005
1465,Ricardo Carvalho,Portugal,Chelsea FC,1,2005-2006,2005
1466,Micah Richards,England,Manchester City,1,2005-2006,2005
1467,Kieran Richardson,England,Manchester United,1,2005-2006,2005
1468,John Arne Riise,Norway,Liverpool FC,1,2005-2006,2005
1469,Liam Rosenior,England,Fulham FC,1,2005-2006,2005
1470,Louis Saha,France,Manchester United,1,2005-2006,2005
1471,Georgios Samaras,Greece,Manchester City,1,2005-2006,2005
1472,Jlloyd Samuel,Trinidad & Tobago,Aston Villa,1,2005-2006,2005
1473,Mark Schwarzer,Australia,Middlesbrough FC,1,2005-2006,2005
1474,Antoine Sibierski,France,Manchester City,1,2005-2006,2005
1475,Florent Sinama-Pongolle,France,Liverpool FC,1,2005-2006,2005
1476,Mohamed Sissoko,Mali,Liverpool FC,1,2005-2006,2005
1477,David Sommeil,Guadeloupe,Manchester City,1,2005-2006,2005
1478,Paul Stalteri,Canada,Tottenham Hotspur,1,2005-2006,2005
1479,David Thompson,England,Wigan Athletic,1,2005-2006,2005
1480,Svetoslav Todorov,Bulgaria,Portsmouth FC,1,2005-2006,2005
1481,Kolo Touré,Ivory Coast,Arsenal FC,1,2005-2006,2005
1482,Robin van Persie,Netherlands,Arsenal FC,1,2005-2006,2005
1483,Moritz Volz,Germany,Fulham FC,1,2005-2006,2005
1484,Andy Welsh,England,Sunderland AFC,1,2005-2006,2005
1485,David Wheater,England,Middlesbrough FC,1,2005-2006,2005
1486,Reto Ziegler,Switzerland,Wigan Athletic,1,2005-2006,2005
1487,Cristiano Ronaldo,Portugal,Manchester United,12,2006-2007,2006
1488,Cesc Fàbregas,Spain,Arsenal FC,11,2006-2007,2006
1489,Mikel Arteta,Spain,Everton FC,11,2006-2007,2006
1490,Wayne Rooney,England,Manchester United,11,2006-2007,2006
1491,Dimitar Berbatov,Bulgaria,Tottenham Hotspur,9,2006-2007,2006
1492,Frank Lampard,England,Chelsea FC,9,2006-2007,2006
1493,David Bentley,England,Blackburn Rovers,8,2006-2007,2006
1494,Stewart Downing,England,Middlesbrough FC,8,2006-2007,2006
1495,Ryan Giggs,Wales,Manchester United,8,2006-2007,2006
1496,Kevin Kilbane,Ireland,Wigan Athletic,7,2006-2007,2006
1497,Aaron Lennon,England,Tottenham Hotspur,7,2006-2007,2006
1498,Andriy Shevchenko,Ukraine,Chelsea FC,7,2006-2007,2006
1499,Peter Crouch,England,Liverpool FC,6,2006-2007,2006
1500,Morten Pedersen,Norway,Blackburn Rovers,6,2006-2007,2006
1501,Georgios Samaras,Greece,Manchester City,6,2006-2007,2006
1502,Steven Sidwell,England,Reading FC,6,2006-2007,2006
1503,Ashley Young,England,Watford FC,6,2006-2007,2006
1504,Kevin Davies,England,Bolton Wanderers,5,2006-2007,2006
1505,El-Hadji Diouf,Senegal,Bolton Wanderers,5,2006-2007,2006
1506,Stephen Hunt,Ireland,Reading FC,5,2006-2007,2006
1507,Lucas Neill,Australia,West Ham United,5,2006-2007,2006
1508,Phil Neville,England,Everton FC,5,2006-2007,2006
1509,Jermaine Pennant,England,Liverpool FC,5,2006-2007,2006
1510,Nicky Shorey,England,Reading FC,5,2006-2007,2006
1511,Emmanuel Adebayor,Togo,Arsenal FC,4,2006-2007,2006
1512,Nicolas Anelka,France,Bolton Wanderers,4,2006-2007,2006
1513,Yakubu Ayegbeni,Nigeria,Middlesbrough FC,4,2006-2007,2006
1514,Gareth Barry,England,Aston Villa,4,2006-2007,2006
1515,Joey Barton,England,Manchester City,4,2006-2007,2006
1516,Craig Bellamy,Wales,Liverpool FC,4,2006-2007,2006
1517,Benjani,Zimbabwe,Portsmouth FC,4,2006-2007,2006
1518,Wayne Bridge,England,Chelsea FC,4,2006-2007,2006
1519,John Carew,Norway,Aston Villa,4,2006-2007,2006
1520,Sean Davis,England,Portsmouth FC,4,2006-2007,2006
1521,Didier Drogba,Ivory Coast,Chelsea FC,4,2006-2007,2006
1522,Emmanuel Eboué,Ivory Coast,Arsenal FC,4,2006-2007,2006
1523,Patrice Evra,France,Manchester United,4,2006-2007,2006
1524,Steve Finnan,Ireland,Liverpool FC,4,2006-2007,2006
1525,Aliaksandr Hleb,Belarus,Arsenal FC,4,2006-2007,2006
1526,Iván Campo,Spain,Bolton Wanderers,4,2006-2007,2006
1527,Dirk Kuyt,Netherlands,Liverpool FC,4,2006-2007,2006
1528,Leroy Lita,England,Reading FC,4,2006-2007,2006
1529,Glen Little,England,Reading FC,4,2006-2007,2006
1530,Luis García,Spain,Liverpool FC,4,2006-2007,2006
1531,Steed Malbranque,France,Tottenham Hotspur,4,2006-2007,2006
1532,Lee McCulloch,Scotland,Wigan Athletic,4,2006-2007,2006
1533,James Milner,England,Newcastle United,4,2006-2007,2006
1534,Nick Montgomery,Scotland,Sheffield United,4,2006-2007,2006
1535,Gary Neville,England,Manchester United,4,2006-2007,2006
1536,Gary O'Neil,England,Portsmouth FC,4,2006-2007,2006
1537,Emanuel Pogatetz,Austria,Middlesbrough FC,4,2006-2007,2006
1538,Arjen Robben,Netherlands,Chelsea FC,4,2006-2007,2006
1539,Louis Saha,France,Manchester United,4,2006-2007,2006
1540,Tommy Smith,England,Watford FC,4,2006-2007,2006
1541,Matthew Taylor,England,Portsmouth FC,4,2006-2007,2006
1542,Carlos Tévez,Argentina,West Ham United,4,2006-2007,2006
1543,Mark Viduka,Australia,Middlesbrough FC,4,2006-2007,2006
1544,Shaun Wright-Phillips,England,Chelsea FC,4,2006-2007,2006
1545,Bobby Zamora,England,West Ham United,4,2006-2007,2006
1546,Gabriel Agbonlahor,England,Aston Villa,3,2006-2007,2006
1547,James Beattie,England,Everton FC,3,2006-2007,2006
1548,Yossi Benayoun,Israel,West Ham United,3,2006-2007,2006
1549,Boa Morte,Portugal,West Ham United,3,2006-2007,2006
1550,Hameur Bouazza,Algeria,Watford FC,3,2006-2007,2006
1551,Michael Carrick,England,Manchester United,3,2006-2007,2006
1552,Lee Carsley,Ireland,Everton FC,3,2006-2007,2006
1553,Pascal Chimbonda,France,Wigan Athletic,3,2006-2007,2006
1554,Bobby Convey,USA,Reading FC,3,2006-2007,2006
1555,Simon Davies,Wales,Fulham FC,3,2006-2007,2006
1556,Brett Emerton,Australia,Blackburn Rovers,3,2006-2007,2006
1557,Fábio Aurélio,Brazil,Liverpool FC,3,2006-2007,2006
1558,Derek Geary,Ireland,Sheffield United,3,2006-2007,2006
1559,James Harper,England,Reading FC,3,2006-2007,2006
1560,Heiðar Helguson,Iceland,Fulham FC,3,2006-2007,2006
1561,Thierry Henry,France,Arsenal FC,3,2006-2007,2006
1562,Emile Heskey,England,Wigan Athletic,3,2006-2007,2006
1563,Tom Huddlestone,England,Tottenham Hotspur,3,2006-2007,2006
1564,Claus Jensen,Denmark,Fulham FC,3,2006-2007,2006
1565,Andy Johnson,England,Everton FC,3,2006-2007,2006
1566,Colin Kâzım-Richards,Turkey,Sheffield United,3,2006-2007,2006
1567,Obafemi Martins,Nigeria,Newcastle United,3,2006-2007,2006
1568,John Mikel Obi,Nigeria,Chelsea FC,3,2006-2007,2006
1569,John Oster,Wales,Reading FC,3,2006-2007,2006
1570,Pedro Mendes,Portugal,Portsmouth FC,3,2006-2007,2006
1571,Franck Queudrue,France,Fulham FC,3,2006-2007,2006
1572,Stephen Quinn,Ireland,Sheffield United,3,2006-2007,2006
1573,Tomasz Radzinski,Canada,Fulham FC,3,2006-2007,2006
1574,Ki-hyeon Seol,South Korea,Reading FC,3,2006-2007,2006
1575,Nolberto Solano,Peru,Newcastle United,3,2006-2007,2006
1576,Gary Speed,Wales,Bolton Wanderers,3,2006-2007,2006
1577,Jerome Thomas,England,Charlton Athletic,3,2006-2007,2006
1578,Kolo Touré,Ivory Coast,Arsenal FC,3,2006-2007,2006
1579,Robin van Persie,Netherlands,Arsenal FC,3,2006-2007,2006
1580,Theo Walcott,England,Arsenal FC,3,2006-2007,2006
1581,Daniel Agger,Denmark,Liverpool FC,2,2006-2007,2006
1582,Emre Belözoğlu,Turkey,Newcastle United,2,2006-2007,2006
1583,Marcus Bent,England,Charlton Athletic,2,2006-2007,2006
1584,Patrik Berger,Czech Republic,Aston Villa,2,2006-2007,2006
1585,Lee Bowyer,England,West Ham United,2,2006-2007,2006
1586,Wes Brown,England,Manchester United,2,2006-2007,2006
1587,Nicky Butt,England,Newcastle United,2,2006-2007,2006
1588,Sol Campbell,England,Portsmouth FC,2,2006-2007,2006
1589,Lee Cattermole,England,Middlesbrough FC,2,2006-2007,2006
1590,Ashley Cole,England,Chelsea FC,2,2006-2007,2006
1591,Bernardo Corradi,Italy,Manchester City,2,2006-2007,2006
1592,Paul Dickov,Scotland,Manchester City,2,2006-2007,2006
1593,Papa Bouba Diop,Senegal,Fulham FC,2,2006-2007,2006
1594,Kieron Dyer,England,Newcastle United,2,2006-2007,2006
1595,Michael Essien,Ghana,Chelsea FC,2,2006-2007,2006
1596,Jason Euell,Jamaica,Middlesbrough FC,2,2006-2007,2006
1597,Fábio Rochemback,Brazil,Middlesbrough FC,2,2006-2007,2006
1598,Robbie Fowler,England,Liverpool FC,2,2006-2007,2006
1599,Steven Gerrard,England,Liverpool FC,2,2006-2007,2006
1600,Hossam Ghaly,Egypt,Tottenham Hotspur,2,2006-2007,2006
1601,Keith Gillespie,Northern Ireland,Sheffield United,2,2006-2007,2006
1602,Jimmy Floyd Hasselbaink,Netherlands,Charlton Athletic,2,2006-2007,2006
1603,Hermann Hreiðarsson,Iceland,Charlton Athletic,2,2006-2007,2006
1604,Jermaine Jenas,England,Tottenham Hotspur,2,2006-2007,2006
1605,Glen Johnson,England,Portsmouth FC,2,2006-2007,2006
1606,Michael Johnson,England,Manchester City,2,2006-2007,2006
1607,Júlio Baptista,Brazil,Arsenal FC,2,2006-2007,2006
1608,Steve Kabba,England,Watford FC,2,2006-2007,2006
1609,Nwankwo Kanu,Nigeria,Portsmouth FC,2,2006-2007,2006
1610,Robbie Keane,Ireland,Tottenham Hotspur,2,2006-2007,2006
1611,Tugay Kerimoğlu,Turkey,Blackburn Rovers,2,2006-2007,2006
1612,Marlon King,Jamaica,Watford FC,2,2006-2007,2006
1613,Dave Kitson,England,Reading FC,2,2006-2007,2006
1614,Paul Konchesky,England,West Ham United,2,2006-2007,2006
1615,Niko Kranjčar,Croatia,Portsmouth FC,2,2006-2007,2006
1616,George McCartney,Northern Ireland,West Ham United,2,2006-2007,2006
1617,James Morrison,Scotland,Middlesbrough FC,2,2006-2007,2006
1618,Émile Mpenza,Belgium,Manchester City,2,2006-2007,2006
1619,Charles N'Zogbia,France,Newcastle United,2,2006-2007,2006
1620,Shabani Nonda,Congo DR,Blackburn Rovers,2,2006-2007,2006
1621,Leon Osman,England,Everton FC,2,2006-2007,2006
1622,Ji-Sung Park,South Korea,Manchester United,2,2006-2007,2006
1623,Scott Parker,England,Newcastle United,2,2006-2007,2006
1624,Henrik Pedersen,Denmark,Bolton Wanderers,2,2006-2007,2006
1625,Dennis Rommedahl,Denmark,Charlton Athletic,2,2006-2007,2006
1626,Liam Rosenior,England,Fulham FC,2,2006-2007,2006
1627,Tomáš Rosický,Czech Republic,Arsenal FC,2,2006-2007,2006
1628,Josip Skoko,Australia,Wigan Athletic,2,2006-2007,2006
1629,Chris Sutton,England,Aston Villa,2,2006-2007,2006
1630,Idan Tal,Israel,Bolton Wanderers,2,2006-2007,2006
1631,Stephen Warnock,England,Liverpool FC,2,2006-2007,2006
1632,Darren Ambrose,England,Charlton Athletic,1,2006-2007,2006
1633,Shola Ameobi,Nigeria,Newcastle United,1,2006-2007,2006
1634,Juan Pablo Ángel,Colombia,Aston Villa,1,2006-2007,2006
1635,Victor Anichebe,Nigeria,Everton FC,1,2006-2007,2006
1636,Arbeloa,Spain,Liverpool FC,1,2006-2007,2006
1637,Julio Arca,Argentina,Middlesbrough FC,1,2006-2007,2006
1638,Benoît Assou-Ekotto,Cameroon,Tottenham Hotspur,1,2006-2007,2006
1639,Leighton Baines,England,Wigan Athletic,1,2006-2007,2006
1640,Michael Ballack,Germany,Chelsea FC,1,2006-2007,2006
1641,Phil Bardsley,Scotland,Aston Villa,1,2006-2007,2006
1642,Milan Baroš,Czech Republic,Aston Villa,1,2006-2007,2006
1643,DaMarcus Beasley,USA,Manchester City,1,2006-2007,2006
1644,Darren Bent,England,Charlton Athletic,1,2006-2007,2006
1645,George Boateng,Netherlands,Middlesbrough FC,1,2006-2007,2006
1646,Emmerson Boyce,Barbados,Wigan Athletic,1,2006-2007,2006
1647,Jimmy Bullard,England,Fulham FC,1,2006-2007,2006
1648,Tim Cahill,Australia,Everton FC,1,2006-2007,2006
1649,Andy Cole,England,Portsmouth FC,1,2006-2007,2006
1650,Carlton Cole,England,West Ham United,1,2006-2007,2006
1651,Calum Davenport,England,West Ham United,1,2006-2007,2006
1652,Edgar Davids,Netherlands,Tottenham Hotspur,1,2006-2007,2006
1653,Steven Davis,Northern Ireland,Aston Villa,1,2006-2007,2006
1654,Ulises De la Cruz,Ecuador,Reading FC,1,2006-2007,2006
1655,Jermain Defoe,England,Tottenham Hotspur,1,2006-2007,2006
1656,Denilson,Brazil,Arsenal FC,1,2006-2007,2006
1657,Matt Derbyshire,England,Blackburn Rovers,1,2006-2007,2006
1658,Kevin Doyle,Ireland,Reading FC,1,2006-2007,2006
1659,Damien Duff,Ireland,Newcastle United,1,2006-2007,2006
1660,Talal El-Karkouri,Morocco,Charlton Athletic,1,2006-2007,2006
1661,Lauren Etame Mayer,Cameroon,Portsmouth FC,1,2006-2007,2006
1662,Matthew Etherington,England,West Ham United,1,2006-2007,2006
1663,Anton Ferdinand,England,West Ham United,1,2006-2007,2006
1664,Mathieu Flamini,France,Arsenal FC,1,2006-2007,2006
1665,Darren Fletcher,Scotland,Manchester United,1,2006-2007,2006
1666,Caleb Folan,England,Wigan Athletic,1,2006-2007,2006
1667,Damien Francis,Jamaica,Watford FC,1,2006-2007,2006
1668,Ricardo Gardner,Jamaica,Bolton Wanderers,1,2006-2007,2006
1669,Stylianos Giannakopoulos,Greece,Bolton Wanderers,1,2006-2007,2006
1670,Gilberto Silva,Brazil,Arsenal FC,1,2006-2007,2006
1671,Dietmar Hamann,Germany,Manchester City,1,2006-2007,2006
1672,Marlon Harewood,England,West Ham United,1,2006-2007,2006
1673,Stéphane Henchoz,Switzerland,Blackburn Rovers,1,2006-2007,2006
1674,Matt Holland,Ireland,Charlton Athletic,1,2006-2007,2006
1675,Bryan Hughes,England,Charlton Athletic,1,2006-2007,2006
1676,Rob Hulse,England,Sheffield United,1,2006-2007,2006
1677,Nicky Hunt,England,Bolton Wanderers,1,2006-2007,2006
1678,Sami Hyypiä,Finland,Liverpool FC,1,2006-2007,2006
1679,Ívar Ingimarsson,Iceland,Reading FC,1,2006-2007,2006
1680,Stephen Ireland,Ireland,Manchester City,1,2006-2007,2006
1681,Phil Jagielka,England,Sheffield United,1,2006-2007,2006
1682,David James,England,Portsmouth FC,1,2006-2007,2006
1683,Francis Jeffers,England,Blackburn Rovers,1,2006-2007,2006
1684,Andreas Johansson,Sweden,Wigan Athletic,1,2006-2007,2006
1685,Adam Johnson,England,Middlesbrough FC,1,2006-2007,2006
1686,Salomon Kalou,Ivory Coast,Chelsea FC,1,2006-2007,2006
1687,Ledley King,England,Tottenham Hotspur,1,2006-2007,2006
1688,Chris Kirkland,England,Wigan Athletic,1,2006-2007,2006
1689,Denny Landzaat,Netherlands,Wigan Athletic,1,2006-2007,2006
1690,Martin Laursen,Denmark,Aston Villa,1,2006-2007,2006
1691,Jens Lehmann,Germany,Arsenal FC,1,2006-2007,2006
1692,Mikele Leigertwood,Antigua & Barbuda,Sheffield United,1,2006-2007,2006
1693,Joleon Lescott,England,Everton FC,1,2006-2007,2006
1694,Manuel Fernandes,Portugal,Portsmouth FC,1,2006-2007,2006
1695,Chris Morgan,England,Sheffield United,1,2006-2007,2006
1696,Danny Murphy,England,Tottenham Hotspur,1,2006-2007,2006
1697,Christian Nadé,France,Sheffield United,1,2006-2007,2006
1698,Geremi Njitap,Cameroon,Chelsea FC,1,2006-2007,2006
1699,Kevin Nolan,England,Bolton Wanderers,1,2006-2007,2006
1700,John O'Shea,Ireland,Manchester United,1,2006-2007,2006
1701,Isaiah Osbourne,England,Aston Villa,1,2006-2007,2006
1702,Stilian Petrov,Bulgaria,Aston Villa,1,2006-2007,2006
1703,Alan Quinn,Ireland,Sheffield United,1,2006-2007,2006
1704,Nigel Reo-Coker,England,West Ham United,1,2006-2007,2006
1705,Ricardo Carvalho,Portugal,Chelsea FC,1,2006-2007,2006
1706,Ricardo Vaz Tê,Portugal,Bolton Wanderers,1,2006-2007,2006
1707,Liam Ridgewell,England,Aston Villa,1,2006-2007,2006
1708,John Arne Riise,Norway,Liverpool FC,1,2006-2007,2006
1709,Jason Roberts,Grenada,Blackburn Rovers,1,2006-2007,2006
1710,Wayne Routledge,England,Fulham FC,1,2006-2007,2006
1711,Christopher Samba,Congo,Blackburn Rovers,1,2006-2007,2006
1712,Robbie Savage,Wales,Blackburn Rovers,1,2006-2007,2006
1713,Paul Scharner,Austria,Wigan Athletic,1,2006-2007,2006
1714,Paul Scholes,England,Manchester United,1,2006-2007,2006
1715,Danny Shittu,Nigeria,Watford FC,1,2006-2007,2006
1716,Antoine Sibierski,France,Newcastle United,1,2006-2007,2006
1717,Alan Smith,England,Manchester United,1,2006-2007,2006
1718,Ole Gunnar Solskjær,Norway,Manchester United,1,2006-2007,2006
1719,Alex Song,Cameroon,Charlton Athletic,1,2006-2007,2006
1720,Paul Stalteri,Canada,Tottenham Hotspur,1,2006-2007,2006
1721,Jordan Stewart,England,Watford FC,1,2006-2007,2006
1722,Teemu Tainio,Finland,Tottenham Hotspur,1,2006-2007,2006
1723,Ryan Taylor,England,Wigan Athletic,1,2006-2007,2006
1724,Ben Thatcher,Wales,Manchester City,1,2006-2007,2006
1725,David Thompson,England,Portsmouth FC,1,2006-2007,2006
1726,Hatem Trabelsi,Tunisia,Manchester City,1,2006-2007,2006
1727,David Unsworth,England,Wigan Athletic,1,2006-2007,2006
1728,Darius Vassell,England,Manchester City,1,2006-2007,2006
1729,Tony Warner,Trinidad & Tobago,,1,2006-2007,2006
1730,Peter Whittingham,England,Aston Villa,1,2006-2007,2006
1731,Jonathan Woodgate,England,Middlesbrough FC,1,2006-2007,2006
